97,99,WHAT IS THE UNIT OF ELECTRICAL POWER THAT REFERS TO A CURRENT OF ONE AMPERE AT ONE VOLT? ,WATT
98,132,WHAT IS THE LAST NAME OF THE AUTHOR OF THE BOOK “1984”? ,ORWELL
99,69,IN WHICH GAME ARE MEN CROWNED? ,CHECKERS
100,97,WHAT IS THE LAST NAME OF THE MAN WHO ASSASSINATED PRESIDENT JOHN F. KENNEDY? ,OSWALD
101,137,WHAT IS THE NAME OF BATMAN’S BUTLER? ,ALFRED
102,117,WHICH COUNTRY WAS THE FIRST TO USE GUNPOWDER? ,CHINA
103,14,WHAT IS THE NAME OF AN AIRPLANE WITHOUT AN ENGINE? ,GLIDER
104,178,WHAT IS THE NAME OF THE NORTH STAR? ,POLARIS
105,159,WHAT IS THE ONLY WORD THAT THE RAVEN SAYS IN EDGAR ALLEN POE’S POEM “THE RAVEN”? ,NEVERMORE
106,46,FOR WHICH COUNTRY IS THE YEN THE MONETARY UNIT? ,JAPAN
107,139,IN WHAT EUROPEAN CITY IS THE PARTHENON LOCATED? ,ATHENS
108,113,WHAT IS THE NAME OF THE FURRY ANIMAL THAT ATTACKS COBRA SNAKES? ,MONGOOSE
109,166,FOR WHICH COUNTRY IS THE RUPEE THE MONETARY UNIT? ,INDIA
110,154,WHAT IS THE LAST NAME OF THE MAN WHO FIRST STUDIED GENETIC INHERITANCE IN PLANTS? ,MENDEL
111,107,WHAT IS THE LAST NAME OF THE MAN WHO WROTE THE “STAR SPANGLED BANNER”? ,KEY
112,112,WHAT IS THE NAME OF THE PALACE IN LONDON IN WHICH THE MONARCH OF ENGLAND RESIDES? ,BUCKINGHAM
113,125,IN WHICH GAME ARE THE STANDARD PIECES OF STAUNTON DESIGN? ,CHESS
114,206,WHAT ARE PEOPLE WHO MAKE MAPS CALLED? ,CARTOGRAPHERS
115,94,WHAT WAS THE NAME OF THE ZEPPELIN THAT EXPLODED IN LAKEHURST N.J. IN 1937? ,HINDENBURG
116,167,WHAT IS THE PALACE BUILT IN FRANCE BY KING LOUIS XIV? ,VERSAILLES
117,114,IN WHICH CITY IS THE U.S. NAVAL ACADEMY LOCATED? ,ANNAPOLIS
118,72,WHAT IS THE NAME OF THE LIGHTEST WOOD KNOWN? ,BALSA
119,31,WHAT IS THE LAST NAME OF THE BOXER WHO LATER BECAME KNOWN AS MUHAMMAD ALI? ,CLAY
120,119,WHAT ISLAND IS THE LARGEST IN THE WORLD EXCLUDING AUSTRALIA? ,GREENLAND
121,71,WHAT IS THE NAME OF THE SMALL JAPANESE STOVE USED FOR OUTDOOR COOKING? ,HIBACHI
122,105,WHAT IS THE LAST NAME OF THE WOMAN WHO BEGAN THE PROFESSION OF NURSING? ,NIGHTINGALE
123,175,WHO WAS THE LEADER OF THE ARGONAUTS? ,JASON
124,214,WHAT IS THE LAST NAME OF THE ARTIST WHO PAINTED “GUERNICA”? ,PICASSO
125,177,IN WHAT ANCIENT CITY WERE THE “HANGING GARDENS” LOCATED? ,BABYLON
126,200,WHAT ARE PEOPLE CALLED WHO EXPLORE CAVES? ,SPELUNKERS
127,168,WHAT IS THE NAME OF THE CAPTAIN OF THE PEQUOD IN THE BOOK “MOBY DICK”? ,AHAB
128,258,WHAT IS THE CAPITAL OF KENTUCKY? ,FRANKFORT
129,85,WHAT IS THE NAME OF AN ILLEGAL MOVE BY A BASEBALL PITCHER THAT RESULTS IN ALL RUNNERS ADVANCING ONE BASE? ,BALK
130,129,WHAT IS THE LAST NAME OF THE AMERICAN WHO STARRED IN THE 1936 OLYMPICS? ,OWENS
131,174,THE DEEPEST PART OF THE OCEAN IS LOCATED AT WHICH TRENCH? ,MARIANA
132,169,WHICH SPORT USES THE TERMS “STONES” AND “BROOMS”? ,CURLING
133,182,WHAT IS THE PROPER NAME FOR A BADMINTON BIRD? ,SHUTTLECOCK
134,128,WHAT IS THE LAST NAME OF THE AUTHOR WHO WROTE “OLIVER TWIST”? ,DICKENS
135,196,WHAT IS THE CAPITAL OF DELAWARE? ,DOVER
136,120,WHAT IS THE LAST NAME OF THE MAN WHO INVENTED THE PHONOGRAPH? ,EDISON
137,48,IN WHICH TYPE OF SKI RACE DOES THE DOWNHILL SKIER MAKE SHARP TURNS AROUND POLES? ,SLALOM
138,153,IN WHICH CITY IS HEATHROW AIRPORT LOCATED? ,LONDON
139,235,WHAT IS THE CAPITAL OF JAMAICA? ,KINGSTON
140,44,WHICH PLANET WAS THE LAST TO BE DISCOVERED? ,NEPTUNE
141,185,WHAT IS THE LAST NAME OF THE AUTHOR WHO WROTE “THE MURDERS IN THE RUE MORGUE”? ,POE
142,205,WHAT IS THE NAME OF THE SHIP ON WHICH CHARLES DARWIN MADE HIS SCIENTIFIC VOYAGE? ,BEAGLE
143,213,WHAT IS THE CAPITAL OF CHILE? ,SANTIAGO
144,100,WHAT IS THE LAST NAME OF THE AUTHOR WHO WROTE “THE OLD MAN AND THE SEA”? ,HEMINGWAY
145,147,WHAT IS THE LAST NAME OF THE MAN WHO WROTE “CANTERBURY TALES”? ,CHAUCER
146,262,WHAT IS THE NAME OF THE FOUNTAIN IN ROME INTO WHICH COINS ARE THROWN FOR GOOD LUCK? ,TREVI
147,162,WHAT WAS THE LAST NAME OF THE MAN WHO WAS PRESIDENT DIRECTLY AFTER JAMES MADISON? ,MONROE
148,143,WHAT IS THE LAST NAME OF THE ASTRONOMER WHO PUBLISHED IN 1543 HIS THEORY THAT THE EARTH REVOLVES AROUND THE SUN? ,COPERNICUS
149,242,WHAT IS THE LAST NAME OF THE CRIMINAL WHO WAS KNOWN AS “SCARFACE”? ,CAPONE
150,12,WHAT IS THE NAME OF THE LONE RANGER’S INDIAN SIDEKICK? ,TONTO
151,170,WHAT IS THE CAPITAL OF DENMARK? ,COPENHAGEN
152,96,WHAT WAS THE LAST NAME OF THE MAN WHO WAS THE RADIO BROADCASTER FOR THE “WAR OF THE WORLDS”? ,WELLES
153,203,IN WHICH CITY IS MICHELANGELO’S STATUE OF DAVID LOCATED? ,FLORENCE
154,146,WHAT WAS FRANK LLOYD WRIGHT’S PROFESSION? ,ARCHITECT
155,135,OF WHICH COUNTRY IS NAIROBI THE CAPITAL? ,KENYA
156,134,WHAT IS THE NAME OF THE HILLBILLY FAMILY THAT HAD A FAMOUS FEUD WITH THE MCCOY FAMILY? ,HATFIELD
157,156,WHAT KIND OF POISON DID SOCRATES TAKE AS HIS EXECUTION? ,HEMLOCK
158,74,WHAT IS THE LAST NAME OF THE FIRST PERSON TO COMPLETE A SOLO FLIGHT ACROSS THE ATLANTIC OCEAN? ,LINDBERGH
159,38,ANDY GRIFFITH WAS THE SHERIFF OF WHAT TOWN ON TELEVISION’S “ANDY GRIFFITH SHOW”? ,MAYBERRY
160,142,WHAT IS THE NAME OF THE ROMAN EMPEROR WHO FIDDLED WHILE ROME BURNED? ,NERO
161,231,WHAT IS THE CITY IN WHICH THE BASEBALL HALL OF FAME IS LOCATED? ,COOPERSTOWN
162,98,WHAT IS THE NAME OF THE UNIT OF MEASURE THAT REFERS TO A SIX-FOOT DEPTH OF WATER? ,FATHOM
163,108,WHAT IS THE LAST NAME OF THE SCIENTIST WHO DISCOVERED RADIUM? ,CURIE
164,149,WHAT IS THE LAST NAME OF THE AUTHOR WHO WROTE “BRAVE NEW WORLD”? ,HUXLEY
165,164,IN ADDITION TO THE KENTUCKY DERBY AND THE BELMONT STAKES WHAT HORSE RACE COMPRISES THE TRIPLE CROWN? ,PREAKNESS
166,204,WHAT IS THE LAST NAME OF THE CRIMINAL WHO WAS KILLED BY FBI AGENTS OUTSIDE OF A CHICAGO MOVIE THEATER? ,DILLINGER
167,95,WHAT IS THE NAME OF THE SINGER WHO POPULARIZED A DANCE KNOWN AS THE “TWIST”? ,CHECKER
168,221,OVER WHICH RIVER IS THE GEORGE WASHINGTON BRIDGE? ,HUDSON
169,189,WHAT IS THE LAST NAME OF THE MAN WHO INVENTED DYNAMITE? ,NOBEL
170,228,WHAT IS THE NAME OF THE CHINESE RELIGION FOUNDED BY LAO TSE? ,TAOISM
171,84,WHAT IS THE LAST NAME OF THE COMMANDER WHO LOST THE BATTLE OF THE LITTLE BIGHORN RIVER? ,CUSTER
172,155,WHAT IS THE NAME OF THE NAVIGATION INSTRUMENT USED AT SEA TO PLOT POSITION BY THE STARS? ,SEXTANT
173,161,WHO WAS THE MOST FAMOUS GREEK DOCTOR? ,HIPPOCRATES
174,165,IN WHICH CITY DOES THE COTTON BOWL TAKE PLACE? ,DALLAS
175,192,WHAT IS THE LAST NAME OF THE AUTHOR WHO WROTE THE SHERLOCK HOLMES STORIES? ,DOYLE
176,225,FOR WHICH COUNTRY IS THE DRACHMA THE MONETARY UNIT? ,GREECE
177,148,WHAT IS THE NAME OF THE MANSION IN VIRGINIA THAT WAS THOMAS JEFFERSON’S HOME? ,MONTICELLO
178,236,WHAT IS THE LONGEST RIVER IN ASIA? ,YANGTZE
179,183,WHAT IS THE LAST NAME OF THE ACTOR WHO RECEIVED THE BEST ACTOR AWARD FOR THE MOVIE “ON THE WATERFRONT”? ,BRANDO
180,91,WHAT IS THE LAST NAME OF THE MALE STAR OF THE MOVIE “CASABLANCA”? ,BOGART
181,150,OF WHICH COUNTRY IS BUDAPEST THE CAPITAL? ,HUNGARY
182,191,WHO IS KNOWN AS “THE FATHER OF GEOMETRY”? ,EUCLID
183,193,WHAT IS THE LAST NAME OF THE HUSBAND-WIFE SPIES WHO WERE ELECTROCUTED IN 1951 FOR PASSING ATOMIC SECRETS TO RUSSIA? ,ROSENBERG
184,261,WHAT IS THE LAST NAME OF THE COMPOSER WHO WROTE THE OPERA “DON GIOVANNI”? ,MOZART
185,190,WHAT IS THE LAST NAME OF THE AUTHOR OF THE JAMES BOND NOVELS? ,FLEMING
186,122,WHAT WAS THE LAST NAME OF BUFFALO BILL? ,CODY
187,136,WHAT IS THE LAST NAME OF THE AUTHOR WHO WROTE UNDER THE PSEUDONYM OF MARK TWAIN? ,CLEMENS
188,233,WHAT IS THE NAME OF THE ISLAND ON WHICH NAPOLEON WAS BORN? ,CORSICA
189,157,WHAT IS THE LAST NAME OF THE DOCTOR WHO FIRST DEVELOPED A VACCINE AGAINST POLIO? ,SALK
190,181,WHAT IS THE LAST NAME OF THE MAN WHO BEGAN THE REFORMATION IN GERMANY? ,LUTHER
191,211,WHAT IS THE CAPITAL OF FINLAND? ,HELSINKI
192,188,WHAT WAS THE NAME OF THE APOLLO LUNAR MODULE THAT LANDED THE FIRST MAN ON THE MOON? ,EAGLE
193,264,WHAT IS THE LAST NAME OF THE COSMONAUT WHO WAS THE FIRST PERSON TO ORBIT AROUND THE EARTH? ,GAGARIN
194,243,WHAT WAS THE NAME OF ROY ROGER’S DOG? ,BULLET
195,171,WHAT WAS THE NAME OF ALEXANDER GRAHAM BELL’S ASSISTANT? ,WATSON
196,176,WHAT WAS THE LAST NAME OF THE COMPOSER OF THE “MAPLE LEAF RAG”? ,JOPLIN
197,216,WHAT IS THE LAST NAME OF THE PLAYWRIGHT WHO WROTE “A STREETCAR NAMED DESIRE”? ,WILLIAMS
198,158,WHAT IS THE LAST NAME OF THE AUTHOR OF “LITTLE WOMEN”? ,ALCOTT
199,209,WHAT IS THE LAST NAME OF THE FIRST PERSON TO CLIMB MOUNT EVEREST? ,HILLARY
200,68,WHAT IS THE LAST NAME OF THE ACTOR WHO PLAYED RHETT BUTLER IN “GONE WITH THE WIND”? ,GABLE
201,254,IN WHICH COUNTRY IS ANGEL FALLS LOCATED? ,VENEZUELA
202,218,WHAT IS THE CAPITAL OF CANADA? ,OTTAWA
203,286,WHAT IS THE LAST NAME OF THE TWENTY-FIRST U.S. PRESIDENT? ,ARTHUR
204,274,WHAT WAS THE NAME OF THE GOLDFISH IN THE STORY OF PINOCCHIO? ,CLEO
205,282,WHAT IS THE NAME OF THE VILLAINOUS PEOPLE WHO LIVED UNDERGROUND IN H. G. WELLS’S BOOK “THE TIME MACHINE”? ,MORLOCKS
206,224,WHAT WAS THE LAST NAME OF THE CHARACTER PORTRAYED BY ROBERT STACK ON THE TELEVISION SHOW “THE UNTOUCHABLES”? ,NESS
207,284,WHAT IS THE CAPITAL OF AUSTRALIA? ,CANBERRA
208,259,WHAT IS THE LAST NAME OF THE ARTIST WHO PAINTED “THE PERSISTENCE OF MEMORY”? ,DALI
209,144,WHAT IS THE LAST NAME OF THE MAN WHO INVENTED THE TELEGRAPH? ,MORSE
210,160,WHAT IS THE NAME OF THE RIVER ON WHICH BONN IS LOCATED? ,RHINE
211,247,WHAT IS THE NAME OF THE SUBSTANCE DERIVED FROM A WHALE THAT IS USED TO MAKE PERFUME? ,AMBERGRIS
212,133,"WHAT IS THE NAME OF THE SUBMARINE IN JULES VERNE’S “20,000 LEAGUES BENEATH THE SEA”? ",NAUTILUS
213,223,WHAT WAS THE NAME OF THE CLOWN ON THE “HOWDY DOODY” TELEVISION SHOW? ,CLARABELL
214,226,WHAT IS THE LAST NAME OF DAGWOOD’S BOSS IN THE COMIC STRIP “BLONDIE”? ,DITHERS
215,184,WHAT IS THE LAST NAME OF THE MOVIE ACTOR WHO PORTRAYED SPARTACUS? ,DOUGLAS
216,230,WHAT IS THE LAST NAME OF THE WOMAN WHO FOUNDED THE AMERICAN RED CROSS? ,BARTON
217,292,WHAT IS THE LAST NAME OF THE UNION GENERAL WHO DEFEATED THE CONFEDERATE ARMY AT THE CIVIL WAR BATTLE OF GETTYSBURG? ,MEADE
218,198,WHAT IS THE NAME OF THE AVENUE THAT IMMEDIATELY FOLLOWS ATLANTIC AVENUE IN THE GAME OF MONOPOLY? ,VENTNOR
219,92,WHICH GAME USES A DOUBLING CUBE? ,BACKGAMMON
220,296,WHAT IS THE LAST NAME OF THE MAN WHO SUPPOSEDLY KILLED JESSE JAMES? ,FORD
221,245,WHAT IS THE LAST NAME OF THE EUROPEAN AUTHOR WHO WROTE “THE TRIAL”? ,KAFKA
222,255,THE GENERAL NAMED HANNIBAL WAS FROM WHAT CITY? ,CARTHAGE
223,237,WHAT IS THE LAST NAME OF THE BRITISH ADMIRAL WHO WON THE BATTLE OF TRAFALGAR? ,NELSON
224,265,WHAT IS THE NAME OF THE INDIAN COLLEGE IN PENNSYLVANIA FOR WHICH JIM THORPE PLAYED FOOTBALL? ,CARLISLE
225,273,WHAT IS THE NAME OF THE PLAY IN WHICH ELWOOD P. DOWD IS A CHARACTER? ,HARVEY
226,251,WHAT FAMOUS KNOT DID ALEXANDER THE GREAT UNDO? ,GORDIAN
227,131,WHAT WAS THE NAME OF THE UNSUCCESSFUL AUTO THAT WAS MANUFACTURED BY THE FORD MOTOR COMPANY FROM 1957–1959? ,EDSEL
228,293,WHAT IS THE LAST NAME OF THE SONG WRITER WHO WROTE THE SONG “I LOVE PARIS”? ,PORTER
229,297,WHAT IS THE LAST NAME OF THE FIRST AMERICAN AUTHOR TO WIN THE NOBEL PRIZE FOR LITERATURE? ,LEWIS
230,219,WHAT IS THE LAST NAME OF THE INVENTOR OF THE WIRELESS RADIO? ,MARCONI
231,267,WHAT IS THE LAST NAME OF THE ARTIST WHO PAINTED “AMERICAN GOTHIC”? ,WOOD
232,195,IN WHAT PROFESSION WAS EMMETT KELLY? ,CLOWN
233,249,WHAT IS THE NAME OF THE RIVER THAT RUNS THROUGH ROME? ,TIBER
234,285,WHAT IS THE LAST NAME OF THE POET WHO ORIGINALLY WROTE “DON JUAN”? ,BYRON
235,210,WHAT IS THE LAST NAME OF THE FRENCH AUTHOR WHO WROTE “THE STRANGER”? ,CAMUS
236,250,WHO WAS THE FIRST RULER OF THE HOLY ROMAN EMPIRE? ,CHARLEMAGNE
237,276,WHAT IS THE LAST NAME OF THE MAN WHO IS REGARDED AS THE NATIONAL POET OF SCOTLAND? ,BURNS
238,202,WHAT IS THE LAST NAME OF THE FOOTBALL PLAYER KNOWN AS “THE GALLOPING GHOST”? ,GRANGE
239,118,WHAT IS THE NAME OF ROY ROGERS’ HORSE? ,TRIGGER
240,288,WHAT WAS THE NAME OF THE NUCLEAR SUBMARINE THAT SUNK IN THE ATLANTIC IN 1963? ,THRESHER
241,248,WHAT IS THE NAME OF THE MAN WHO REMOVED THE THORN FROM THE LION’S PAW IN THE STORY FROM AESOP’S FABLES? ,ANDROCLES
242,232,WHAT IS THE NAME OF THE BRIGHTEST STAR IN THE SKY EXCLUDING THE SUN? ,SIRIUS
243,290,WHAT IS THE NAME OF THE LAND OF THE GIANTS IN “GULLIVER’S TRAVELS”? ,BROBDINGNAG
244,220,WHAT WAS THE LAST NAME OF THE FEMALE STAR OF THE MOVIE “CASABLANCA”? ,BERGMAN
245,238,WHAT IS THE LAST NAME OF THE ACTOR KNOWN AS “THE MAN OF A THOUSAND FACES”? ,CHANEY
246,194,WHAT IS THE NAME OF THE BASEBALL PLAYER WITH THE HIGHEST LIFETIME BATTING AVERAGE IN THE MAJOR LEAGUES? ,COBB
